,date,team1,team1_odds,team1_score,team2,team2_odds,team2_score
779,2012-08-22,Seattle Storm,443,73,Minnesota Lynx,-625,86
780,2012-08-22,Chicago Sky,-238,67,New York Liberty,190,77
781,2012-08-22,Las Vegas Aces,-2000,75,Washington Mystics,867,72
782,2012-08-22,Connecticut Sun,-1667,82,Dallas Wings,825,80
783,2012-08-20,Minnesota Lynx,-2500,83,Dallas Wings,1110,59
784,2012-08-19,Phoenix Mercury,518,47,Las Vegas Aces,-769,89
785,2012-08-19,Washington Mystics,200,75,Chicago Sky,-250,71
786,2012-08-19,Seattle Storm,211,71,Los Angeles Sparks,-256,82
787,2012-08-19,Connecticut Sun,-323,85,New York Liberty,250,74
788,2012-08-19,Indiana Fever,-256,86,Atlanta Dream,206,72
789,2012-08-18,Chicago Sky,-152,76,Atlanta Dream,123,82
790,2012-08-18,Dallas Wings,324,79,Las Vegas Aces,-435,89
791,2012-08-18,Minnesota Lynx,-2000,98,Washington Mystics,1000,69
792,2012-08-17,Seattle Storm,-500,72,Phoenix Mercury,378,58
793,2012-08-17,Indiana Fever,-909,84,Washington Mystics,562,66
794,2012-08-17,New York Liberty,145,79,Connecticut Sun,-172,66
795,2012-07-14,Phoenix Mercury,245,64,Seattle Storm,-312,83
796,2012-07-14,Chicago Sky,172,78,Connecticut Sun,-213,80
797,2012-07-14,Las Vegas Aces,-400,91,Atlanta Dream,307,70
798,2012-07-13,New York Liberty,-357,53,Washington Mystics,275,70
799,2012-07-13,Indiana Fever,-213,74,Los Angeles Sparks,160,77
800,2012-07-12,Minnesota Lynx,-3333,89,Dallas Wings,1275,74
801,2012-07-12,Connecticut Sun,-2000,85,Washington Mystics,964,73
802,2012-07-11,Seattle Storm,-385,59,Atlanta Dream,291,70
803,2012-07-11,Chicago Sky,142,68,Las Vegas Aces,-175,77
804,2012-07-10,Phoenix Mercury,346,71,Los Angeles Sparks,-455,90
805,2012-07-10,Dallas Wings,752,86,Minnesota Lynx,-1250,107
806,2012-07-10,Indiana Fever,-909,84,New York Liberty,574,82
807,2012-07-10,Washington Mystics,441,70,Connecticut Sun,-667,77
808,2012-07-09,Seattle Storm,-323,83,Phoenix Mercury,246,68
809,2012-07-09,Los Angeles Sparks,-385,79,Atlanta Dream,287,63
810,2012-07-08,Dallas Wings,-189,78,Washington Mystics,152,62
811,2012-07-08,New York Liberty,138,81,Las Vegas Aces,-169,94
812,2012-07-08,Los Angeles Sparks,-385,83,Seattle Storm,291,59
813,2012-07-08,Phoenix Mercury,225,93,Atlanta Dream,-286,100
814,2012-07-08,Minnesota Lynx,-526,80,Connecticut Sun,374,86
815,2012-07-08,Indiana Fever,-588,88,Chicago Sky,420,86
816,2012-07-07,Chicago Sky,-250,59,New York Liberty,200,64
817,2012-07-07,Dallas Wings,400,75,Connecticut Sun,-556,86
818,2012-07-07,Washington Mystics,170,73,Las Vegas Aces,-213,78
819,2012-07-06,Indiana Fever,-357,72,Las Vegas Aces,278,88
820,2012-07-05,Los Angeles Sparks,222,96,Minnesota Lynx,-278,90
821,2012-07-04,Las Vegas Aces,-1429,82,Phoenix Mercury,782,81
822,2012-07-01,Chicago Sky,114,71,Atlanta Dream,-139,69
823,2012-07-01,Connecticut Sun,-833,83,Seattle Storm,565,89
824,2012-07-01,Washington Mystics,-312,90,Phoenix Mercury,250,77
825,2012-07-01,Las Vegas Aces,191,93,Minnesota Lynx,-238,84
826,2012-06-30,New York Liberty,-145,77,Seattle Storm,119,59
827,2012-06-30,Chicago Sky,-625,81,Phoenix Mercury,433,84
828,2012-06-30,Dallas Wings,252,92,Atlanta Dream,-312,102
829,2012-06-30,Washington Mystics,286,64,Connecticut Sun,-370,77
830,2012-06-28,Las Vegas Aces,-204,94,Los Angeles Sparks,168,80
831,2012-06-28,Minnesota Lynx,-5000,96,Phoenix Mercury,1370,80
832,2012-06-27,Chicago Sky,-101,72,Indiana Fever,-123,81
833,2012-06-27,Dallas Wings,252,91,Los Angeles Sparks,-323,75
834,2012-06-27,Washington Mystics,131,71,Seattle Storm,-161,79
835,2012-06-26,Atlanta Dream,-149,70,Indiana Fever,122,58
836,2012-06-25,Los Angeles Sparks,-303,71,Las Vegas Aces,233,91
837,2012-06-25,Seattle Storm,-370,72,Washington Mystics,272,55
838,2012-06-24,New York Liberty,-323,64,Atlanta Dream,262,74
839,2012-06-24,Phoenix Mercury,511,84,Los Angeles Sparks,-769,93
840,2012-06-24,Dallas Wings,421,70,Indiana Fever,-625,73
841,2012-06-23,Minnesota Lynx,-2000,79,Chicago Sky,1015,67
842,2012-06-23,Seattle Storm,-204,82,Las Vegas Aces,164,76
843,2012-06-22,Minnesota Lynx,-2000,102,New York Liberty,988,70
844,2012-06-22,Indiana Fever,-263,95,Connecticut Sun,208,61
845,2012-06-21,Los Angeles Sparks,-2500,95,Dallas Wings,1038,79
846,2012-06-21,Phoenix Mercury,134,80,Washington Mystics,-161,77
847,2012-06-20,Atlanta Dream,-217,60,New York Liberty,175,73
848,2012-06-20,Connecticut Sun,-217,88,Indiana Fever,174,85
849,2012-06-19,Los Angeles Sparks,-588,101,Washington Mystics,405,70
850,2012-06-18,Seattle Storm,441,65,Minnesota Lynx,-625,62
851,2012-06-17,Dallas Wings,-149,87,Phoenix Mercury,122,75
852,2012-06-17,Atlanta Dream,-119,73,Connecticut Sun,-104,75
853,2012-06-17,Las Vegas Aces,-196,98,Los Angeles Sparks,160,85
854,2012-06-17,Indiana Fever,-204,84,Chicago Sky,166,70
855,2012-06-16,Phoenix Mercury,900,60,Minnesota Lynx,-1667,78
856,2012-06-16,Dallas Wings,-127,73,Seattle Storm,102,86
857,2012-06-16,Atlanta Dream,-154,92,Los Angeles Sparks,125,59
858,2012-06-16,Connecticut Sun,-400,97,New York Liberty,307,55
859,2012-06-16,Washington Mystics,233,67,Indiana Fever,-294,66
860,2012-06-14,Chicago Sky,-417,74,Seattle Storm,308,58
861,2012-06-14,Connecticut Sun,-357,81,Los Angeles Sparks,276,87
862,2012-06-10,Connecticut Sun,-312,92,Atlanta Dream,242,73
863,2012-06-10,New York Liberty,-109,64,Chicago Sky,-115,73
864,2012-06-10,Dallas Wings,821,73,Minnesota Lynx,-1429,93
865,2012-06-10,Las Vegas Aces,-227,80,Seattle Storm,181,67
866,2012-06-09,Los Angeles Sparks,-909,90,Phoenix Mercury,557,74
867,2012-06-09,Chicago Sky,-1111,98,Dallas Wings,665,91
868,2012-06-09,Atlanta Dream,-208,60,Las Vegas Aces,170,57
869,2012-06-09,Indiana Fever,-238,81,Connecticut Sun,190,89
870,2012-06-09,Washington Mystics,-147,70,New York Liberty,120,76
871,2012-06-07,Minnesota Lynx,-769,79,Seattle Storm,520,55
872,2012-06-06,New York Liberty,-135,79,Atlanta Dream,110,74
873,2012-06-04,Los Angeles Sparks,-256,67,Seattle Storm,206,65
874,2012-06-04,Minnesota Lynx,-769,83,Las Vegas Aces,519,79
875,2012-06-03,New York Liberty,145,87,Indiana Fever,-175,72
876,2012-06-03,Phoenix Mercury,-303,79,Dallas Wings,239,72
877,2012-06-03,Connecticut Sun,-909,94,Washington Mystics,593,86
878,2012-06-03,Atlanta Dream,-233,92,Chicago Sky,185,94
879,2012-06-03,Indiana Fever,-667,91,New York Liberty,440,68
880,2012-06-02,Seattle Storm,-588,76,Dallas Wings,411,58
881,2012-06-02,Chicago Sky,-769,65,Washington Mystics,496,63
882,2012-06-02,Las Vegas Aces,-556,85,Phoenix Mercury,404,66
883,2012-06-02,Connecticut Sun,106,72,Minnesota Lynx,-130,85
884,2012-06-01,Atlanta Dream,-370,81,Phoenix Mercury,282,65
885,2012-05-31,Las Vegas Aces,-149,63,Chicago Sky,121,77
886,2012-05-31,Washington Mystics,611,77,Minnesota Lynx,-1000,79
887,2012-05-30,Los Angeles Sparks,-2000,76,Dallas Wings,988,75
888,2012-05-28,Minnesota Lynx,-1111,84,Seattle Storm,646,71
889,2012-05-27,Atlanta Dream,-169,62,Indiana Fever,139,78
890,2012-05-27,Phoenix Mercury,102,88,Los Angeles Sparks,-122,99
891,2012-05-27,Washington Mystics,-278,64,Dallas Wings,231,61
892,2012-05-26,Chicago Sky,-152,72,Indiana Fever,125,83
893,2012-05-26,Atlanta Dream,-263,100,New York Liberty,211,74
894,2012-05-26,Connecticut Sun,-333,83,Las Vegas Aces,262,79
895,2012-05-25,Minnesota Lynx,-556,92,Los Angeles Sparks,399,84
896,2012-05-23,Los Angeles Sparks,-204,74,Seattle Storm,165,61
897,2012-05-23,Dallas Wings,222,87,Phoenix Mercury,-278,89
898,2012-05-23,New York Liberty,223,62,Minnesota Lynx,-278,80
899,2012-05-20,Connecticut Sun,-323,92,New York Liberty,252,77
900,2012-05-20,Minnesota Lynx,-909,105,Phoenix Mercury,608,83
901,2012-05-20,Dallas Wings,298,79,Las Vegas Aces,-385,88
902,2012-05-20,Indiana Fever,-323,92,Atlanta Dream,259,84
903,2012-05-20,Washington Mystics,190,57,Chicago Sky,-227,69
904,2012-05-19,New York Liberty,102,73,Connecticut Sun,-122,78
905,2012-05-19,Seattle Storm,-167,66,Los Angeles Sparks,138,72
906,2013-10-11,Atlanta Dream,236,77,Minnesota Lynx,-294,86
907,2013-10-09,Minnesota Lynx,-714,88,Atlanta Dream,501,63
908,2013-10-07,Minnesota Lynx,-556,84,Atlanta Dream,405,59
909,2013-09-29,Phoenix Mercury,137,65,Minnesota Lynx,-164,72
910,2013-09-29,Indiana Fever,-233,53,Atlanta Dream,192,67
911,2013-09-27,Minnesota Lynx,-370,85,Phoenix Mercury,290,62
912,2013-09-27,Atlanta Dream,-154,84,Indiana Fever,127,79
913,2013-09-24,Los Angeles Sparks,-303,77,Phoenix Mercury,247,78
914,2013-09-24,Atlanta Dream,-263,80,Washington Mystics,213,72
915,2013-09-22,Seattle Storm,313,55,Minnesota Lynx,-400,58
916,2013-09-22,Indiana Fever,-132,79,Chicago Sky,108,57
917,2013-09-22,Phoenix Mercury,-114,73,Los Angeles Sparks,-102,82
918,2013-09-22,Washington Mystics,-145,45,Atlanta Dream,125,63
919,2013-09-21,Minnesota Lynx,-1667,80,Seattle Storm,909,64
920,2013-09-21,Chicago Sky,-270,72,Indiana Fever,219,85
921,2013-09-20,Los Angeles Sparks,-357,75,Phoenix Mercury,279,86
922,2013-09-20,Atlanta Dream,-278,56,Washington Mystics,224,71
923,2013-09-15,Las Vegas Aces,174,97,Atlanta Dream,-213,68
924,2013-09-15,Washington Mystics,-345,70,New York Liberty,277,52
925,2013-09-15,Los Angeles Sparks,-323,89,Phoenix Mercury,257,55
926,2013-09-15,Connecticut Sun,168,82,Indiana Fever,-204,80
927,2013-09-15,Seattle Storm,-238,85,Dallas Wings,194,73
928,2013-09-15,Minnesota Lynx,-345,79,Chicago Sky,274,66
929,2013-09-14,Phoenix Mercury,-588,82,Las Vegas Aces,446,61
930,2013-09-14,Chicago Sky,-294,87,Atlanta Dream,240,82
931,2013-09-14,Indiana Fever,-500,66,New York Liberty,382,63
932,2013-09-14,Washington Mystics,-500,82,Connecticut Sun,378,56
933,2013-09-13,Los Angeles Sparks,-141,85,Minnesota Lynx,117,84
934,2013-09-13,Dallas Wings,-227,67,Seattle Storm,189,76
935,2013-09-12,Chicago Sky,-385,70,Phoenix Mercury,301,68
936,2013-09-12,Connecticut Sun,224,78,Atlanta Dream,-278,77
937,2013-09-11,Seattle Storm,315,60,Minnesota Lynx,-400,73
938,2013-09-11,Indiana Fever,-250,67,Washington Mystics,204,69
939,2013-09-11,New York Liberty,199,76,Phoenix Mercury,-238,80
940,2013-09-08,Las Vegas Aces,-135,65,Dallas Wings,112,98
941,2013-09-08,Washington Mystics,129,79,Chicago Sky,-154,93
942,2013-09-08,Atlanta Dream,-213,71,Phoenix Mercury,175,79
943,2013-09-08,Seattle Storm,263,60,Minnesota Lynx,-323,75
944,2013-09-08,Indiana Fever,-833,69,Connecticut Sun,586,60
945,2013-09-07,Phoenix Mercury,-667,83,Las Vegas Aces,484,80
946,2013-09-07,Chicago Sky,-286,77,Indiana Fever,233,82
947,2013-09-07,Dallas Wings,219,70,Los Angeles Sparks,-270,74
948,2013-09-07,New York Liberty,160,57,Atlanta Dream,-192,70
949,2013-09-07,Connecticut Sun,187,77,Washington Mystics,-227,70
950,2013-09-05,Minnesota Lynx,-312,83,Los Angeles Sparks,252,74
951,2013-09-05,Atlanta Dream,-189,89,Indiana Fever,159,80
952,2013-09-02,Atlanta Dream,134,92,Los Angeles Sparks,-159,82
953,2013-09-01,Dallas Wings,-179,93,New York Liberty,149,88
954,2013-09-01,Phoenix Mercury,-909,76,Connecticut Sun,661,68
955,2013-09-01,Minnesota Lynx,-833,97,Seattle Storm,596,74
956,2013-09-01,Chicago Sky,-333,85,Atlanta Dream,262,68
957,2013-09-01,Las Vegas Aces,328,67,Los Angeles Sparks,-417,80
958,2013-08-31,Dallas Wings,-244,65,Las Vegas Aces,198,74
959,2013-08-31,New York Liberty,165,67,Indiana Fever,-200,73
960,2013-08-30,Seattle Storm,-333,78,Connecticut Sun,265,65
961,2013-08-29,Atlanta Dream,-303,80,Washington Mystics,244,85
962,2013-08-28,Los Angeles Sparks,-1250,91,Connecticut Sun,777,78
963,2013-08-28,Las Vegas Aces,106,71,Seattle Storm,-127,72
964,2013-08-28,New York Liberty,329,47,Minnesota Lynx,-417,73
965,2013-08-26,Los Angeles Sparks,-714,90,Dallas Wings,484,88
966,2013-08-25,Connecticut Sun,-152,66,New York Liberty,125,74
967,2013-08-25,Las Vegas Aces,-109,70,Seattle Storm,-112,64
968,2013-08-25,Atlanta Dream,-179,56,Chicago Sky,147,67
969,2013-08-25,Minnesota Lynx,-526,84,Indiana Fever,395,77
970,2013-08-24,Phoenix Mercury,-417,73,Seattle Storm,328,81
971,2013-08-24,Chicago Sky,-833,82,New York Liberty,570,64
972,2013-08-24,Dallas Wings,-278,73,Las Vegas Aces,227,67
973,2013-08-24,Washington Mystics,124,74,Atlanta Dream,-149,64
974,2013-08-23,Connecticut Sun,365,77,Minnesota Lynx,-476,91
975,2013-08-22,Indiana Fever,-385,80,Las Vegas Aces,301,63
976,2013-08-21,Seattle Storm,206,77,Los Angeles Sparks,-256,57
977,2013-08-21,Dallas Wings,150,86,Phoenix Mercury,-179,89
978,2013-08-21,Atlanta Dream,127,88,Minnesota Lynx,-152,75
979,2013-08-21,Washington Mystics,119,73,Chicago Sky,-143,79
980,2013-08-19,Minnesota Lynx,-2000,88,New York Liberty,1003,57
981,2013-08-18,Chicago Sky,-476,89,Connecticut Sun,370,78
982,2013-08-18,Atlanta Dream,-333,76,Washington Mystics,266,58
983,2013-08-18,Seattle Storm,-120,77,Indiana Fever,104,70
984,2013-08-18,Las Vegas Aces,240,88,Phoenix Mercury,-286,82
985,2013-08-17,Los Angeles Sparks,-323,94,Indiana Fever,254,72
986,2013-08-17,Minnesota Lynx,-1667,77,Dallas Wings,921,83
987,2013-08-17,Atlanta Dream,-435,88,Connecticut Sun,345,57
988,2013-08-17,New York Liberty,-141,57,Washington Mystics,117,66
989,2013-08-16,Seattle Storm,121,66,Chicago Sky,-145,79
990,2013-08-15,Phoenix Mercury,-200,75,Indiana Fever,168,58
991,2013-08-15,Connecticut Sun,120,88,Atlanta Dream,-143,86
992,2013-08-14,Los Angeles Sparks,-270,80,Chicago Sky,221,76
993,2013-08-12,Seattle Storm,-233,69,Las Vegas Aces,192,63
994,2013-08-11,Atlanta Dream,-357,82,New York Liberty,286,88
995,2013-08-11,Chicago Sky,110,94,Minnesota Lynx,-132,86
996,2013-08-11,Phoenix Mercury,-294,77,Dallas Wings,238,56
997,2013-08-11,Washington Mystics,-204,74,Connecticut Sun,171,63
998,2013-08-11,Indiana Fever,-156,80,Atlanta Dream,131,66
999,2013-08-10,New York Liberty,193,67,Los Angeles Sparks,-238,85
1000,2013-08-10,Phoenix Mercury,-169,70,Dallas Wings,144,67
1001,2013-08-10,Seattle Storm,-278,56,Las Vegas Aces,222,77
1002,2013-08-10,Connecticut Sun,161,61,Chicago Sky,-192,77
1003,2013-08-09,Minnesota Lynx,-1429,75,Washington Mystics,852,79
1004,2013-08-09,Indiana Fever,-145,64,Los Angeles Sparks,114,74
1005,2013-08-07,Phoenix Mercury,-556,65,Seattle Storm,412,80
1006,2013-08-07,Chicago Sky,-270,58,Indiana Fever,217,64
1007,2013-08-07,Las Vegas Aces,474,80,Minnesota Lynx,-714,93
1008,2013-08-07,Connecticut Sun,144,72,Los Angeles Sparks,-172,74
1009,2013-08-06,New York Liberty,-161,93,Washington Mystics,135,88
1010,2013-08-05,Minnesota Lynx,-1250,90,Seattle Storm,759,72
1011,2013-08-04,Las Vegas Aces,-101,69,Dallas Wings,-119,65
1012,2013-08-04,Washington Mystics,106,57,Los Angeles Sparks,-130,75
1013,2013-08-04,Phoenix Mercury,-204,82,Atlanta Dream,170,76
1014,2013-08-04,Indiana Fever,-147,79,Chicago Sky,123,58
1015,2013-08-03,New York Liberty,-204,66,Connecticut Sun,166,88
1016,2013-08-03,Chicago Sky,-323,85,Washington Mystics,254,78
1017,2013-08-03,Dallas Wings,359,96,Los Angeles Sparks,-476,89
1018,2013-08-03,Minnesota Lynx,-1429,85,Las Vegas Aces,849,63
1019,2013-08-02,Seattle Storm,156,88,Phoenix Mercury,-185,79
1020,2013-08-02,Connecticut Sun,-156,70,Indiana Fever,137,64
1021,2013-08-01,Washington Mystics,-244,78,New York Liberty,202,88
1022,2013-07-25,Los Angeles Sparks,-1250,66,Seattle Storm,753,73
1023,2013-07-25,Dallas Wings,-156,60,Indiana Fever,131,71
1024,2013-07-25,Las Vegas Aces,-159,65,New York Liberty,134,53
1025,2013-07-25,Atlanta Dream,-526,74,Connecticut Sun,397,65
1026,2013-07-24,Minnesota Lynx,-1667,81,Phoenix Mercury,988,69
1027,2013-07-24,Washington Mystics,175,82,Chicago Sky,-213,78
1028,2013-07-24,Indiana Fever,-303,72,New York Liberty,242,77
1029,2013-07-21,Phoenix Mercury,252,77,Minnesota Lynx,-312,82
1030,2013-07-21,Dallas Wings,190,90,Atlanta Dream,-233,63
1031,2013-07-21,Washington Mystics,-196,52,Indiana Fever,163,65
1032,2013-07-21,Seattle Storm,265,64,Los Angeles Sparks,-345,65
1033,2013-07-21,Chicago Sky,-714,80,New York Liberty,513,69
1034,2013-07-21,Las Vegas Aces,-115,60,Connecticut Sun,-105,52
1035,2013-07-20,Dallas Wings,-111,64,Connecticut Sun,-109,58
1036,2013-07-20,Las Vegas Aces,404,71,Minnesota Lynx,-556,87
1037,2013-07-20,Indiana Fever,-233,77,Washington Mystics,190,70
1038,2013-07-19,Los Angeles Sparks,-1000,84,Phoenix Mercury,656,90
1039,2013-07-18,New York Liberty,200,55,Chicago Sky,-244,75
1040,2013-07-18,Los Angeles Sparks,-588,77,Atlanta Dream,426,73
1041,2013-07-17,Seattle Storm,-286,59,Dallas Wings,233,86
1042,2013-07-17,Washington Mystics,-303,86,Las Vegas Aces,250,64
1043,2013-07-15,Seattle Storm,165,73,Atlanta Dream,-196,65
1044,2013-07-14,Phoenix Mercury,161,76,Los Angeles Sparks,-192,88
1045,2013-07-14,Connecticut Sun,-312,86,Las Vegas Aces,254,84
1046,2013-07-14,Dallas Wings,397,75,Minnesota Lynx,-526,86
1047,2013-07-13,New York Liberty,-137,53,Indiana Fever,114,74
1048,2013-07-13,Las Vegas Aces,-159,73,Washington Mystics,133,83
1049,2013-07-13,Connecticut Sun,159,70,Chicago Sky,-189,83
1050,2013-07-12,Dallas Wings,282,78,Los Angeles Sparks,-357,94
1051,2013-07-11,Indiana Fever,177,62,Minnesota Lynx,-213,69
1052,2013-07-10,Phoenix Mercury,-769,80,Las Vegas Aces,530,88
1053,2013-07-10,Chicago Sky,-588,89,Washington Mystics,433,85
1054,2013-07-10,Minnesota Lynx,-233,94,Atlanta Dream,193,72
1055,2013-07-10,New York Liberty,-294,66,Seattle Storm,239,57
1056,2013-07-08,Minnesota Lynx,-294,91,Phoenix Mercury,234,59
1057,2013-07-07,New York Liberty,119,64,Chicago Sky,-145,93
1058,2013-07-07,Indiana Fever,-189,78,Connecticut Sun,159,66
1059,2013-07-07,Washington Mystics,-278,62,Seattle Storm,224,59
1060,2013-07-06,Los Angeles Sparks,-1111,93,Las Vegas Aces,727,66
1061,2013-07-04,Los Angeles Sparks,-1111,97,New York Liberty,722,89
1062,2013-07-03,Los Angeles Sparks,-149,96,Minnesota Lynx,125,66
1063,2013-07-03,Phoenix Mercury,-833,94,New York Liberty,559,87
1064,2013-07-03,Chicago Sky,-370,60,Seattle Storm,293,69
1065,2013-07-03,Connecticut Sun,-244,88,Dallas Wings,200,69
1066,2013-06-30,Indiana Fever,-227,71,Seattle Storm,187,63
1067,2013-06-30,Washington Mystics,-172,84,Dallas Wings,145,61
1068,2013-06-30,Atlanta Dream,-1111,93,Las Vegas Aces,693,67
1069,2013-06-30,Chicago Sky,-189,94,Los Angeles Sparks,156,82
1070,2013-06-30,Connecticut Sun,174,70,Phoenix Mercury,-213,89
1071,2013-06-29,Seattle Storm,-185,62,New York Liberty,154,67
1072,2013-06-29,Minnesota Lynx,-270,88,Los Angeles Sparks,222,64
1073,2013-06-29,Atlanta Dream,-667,86,Washington Mystics,433,75
1074,2013-06-29,Indiana Fever,-152,80,Dallas Wings,127,69
1075,2013-06-28,Washington Mystics,138,97,Phoenix Mercury,-164,101
1076,2013-06-26,Chicago Sky,-455,87,New York Liberty,349,74
1077,2013-06-26,Las Vegas Aces,190,77,Phoenix Mercury,-233,83
1078,2013-06-25,Atlanta Dream,-1250,76,Indiana Fever,780,60
1079,2013-06-24,Los Angeles Sparks,-1250,79,Washington Mystics,778,69
1080,2013-06-24,Minnesota Lynx,-1667,88,Dallas Wings,917,79
1081,2013-06-23,Connecticut Sun,164,77,Atlanta Dream,-196,78
1082,2013-06-23,New York Liberty,-278,77,Las Vegas Aces,225,78
1083,2013-06-23,Dallas Wings,-200,92,Seattle Storm,166,70
1084,2013-06-23,Indiana Fever,188,61,Chicago Sky,-222,71
1085,2013-06-22,Los Angeles Sparks,-164,87,Minnesota Lynx,138,59
1086,2013-06-22,Phoenix Mercury,-455,90,Washington Mystics,350,82
1087,2013-06-22,Las Vegas Aces,-256,86,Seattle Storm,208,91
1088,2013-06-20,Dallas Wings,215,83,Chicago Sky,-263,74
1089,2013-06-20,Phoenix Mercury,143,69,Minnesota Lynx,-169,80
1090,2013-06-19,Seattle Storm,-167,96,Washington Mystics,141,86
1091,2013-06-16,Connecticut Sun,-435,66,Seattle Storm,338,78
1092,2013-06-16,Dallas Wings,212,103,Phoenix Mercury,-256,108
1093,2013-06-16,Atlanta Dream,-233,88,Chicago Sky,195,74
1094,2013-06-16,Washington Mystics,-133,64,Indiana Fever,110,60
1095,2013-06-16,Los Angeles Sparks,-500,84,Las Vegas Aces,384,48
1096,2013-06-15,Phoenix Mercury,127,97,Los Angeles Sparks,-152,81
1097,2013-06-15,Dallas Wings,459,74,Minnesota Lynx,-667,83
1098,2013-06-15,Atlanta Dream,-500,68,Seattle Storm,375,59
1099,2013-06-15,New York Liberty,-119,78,Connecticut Sun,-101,68
1100,2013-06-13,Indiana Fever,-182,61,Connecticut Sun,150,73
1101,2013-06-12,Minnesota Lynx,-1250,87,Las Vegas Aces,772,72
1102,2013-06-09,Chicago Sky,-345,72,Las Vegas Aces,271,70
1103,2013-06-09,New York Liberty,235,76,Atlanta Dream,-286,67
1104,2013-06-09,Los Angeles Sparks,-2500,76,Dallas Wings,1067,69
1105,2013-06-09,Washington Mystics,596,85,Minnesota Lynx,-909,80
1106,2013-06-08,Indiana Fever,-169,67,Phoenix Mercury,146,82
1107,2013-06-08,Seattle Storm,-357,58,Dallas Wings,282,67
1108,2013-06-08,Las Vegas Aces,171,81,Chicago Sky,-204,69
1109,2013-06-08,Atlanta Dream,-714,75,New York Liberty,503,56
1110,2013-06-08,Connecticut Sun,-333,62,Washington Mystics,268,66
1111,2013-06-07,Minnesota Lynx,-667,99,Phoenix Mercury,471,79
1112,2013-06-05,New York Liberty,175,75,Indiana Fever,-213,68
1113,2013-06-03,Seattle Storm,436,75,Phoenix Mercury,-625,72
1114,2013-06-02,Chicago Sky,-2000,92,Dallas Wings,1046,71
1115,2013-06-02,Washington Mystics,204,63,Atlanta Dream,-250,73
1116,2013-06-02,Las Vegas Aces,505,83,Los Angeles Sparks,-769,78
1117,2013-06-02,Minnesota Lynx,-769,90,Connecticut Sun,509,74
1118,2013-06-01,Chicago Sky,-323,86,Connecticut Sun,259,75
1119,2013-06-01,New York Liberty,-303,78,Dallas Wings,240,76
1120,2013-06-01,Indiana Fever,-227,77,Atlanta Dream,185,86
1121,2013-05-27,Phoenix Mercury,-357,80,Chicago Sky,281,102
1122,2013-05-27,Dallas Wings,-303,90,Washington Mystics,242,95
1123,2013-05-27,Los Angeles Sparks,-2000,102,Seattle Storm,1018,69
1124,2013-05-26,Atlanta Dream,-435,98,Dallas Wings,341,81
1125,2013-05-26,Connecticut Sun,-385,81,New York Liberty,305,69
1126,2013-05-25,Las Vegas Aces,152,64,Indiana Fever,-179,79
1127,2014-09-13,Chicago Sky,239,82,Phoenix Mercury,-294,87
1128,2014-09-10,Phoenix Mercury,-833,97,Chicago Sky,568,68
1129,2014-09-07,Phoenix Mercury,-588,83,Chicago Sky,434,62
1130,2014-09-04,Indiana Fever,-182,62,Chicago Sky,152,75
1131,2014-09-03,Phoenix Mercury,-222,96,Minnesota Lynx,185,78
1132,2014-09-01,Chicago Sky,-152,86,Indiana Fever,127,84
1133,2014-08-31,Minnesota Lynx,-147,82,Phoenix Mercury,124,77
1134,2014-08-31,Indiana Fever,-182,77,Chicago Sky,154,70
1135,2014-08-30,Phoenix Mercury,-204,85,Minnesota Lynx,168,71
1136,2014-08-27,Atlanta Dream,-179,80,Chicago Sky,150,81
1137,2014-08-25,Los Angeles Sparks,173,68,Phoenix Mercury,-208,93
1138,2014-08-25,Chicago Sky,-154,83,Atlanta Dream,131,92
1139,2014-08-24,Las Vegas Aces,177,89,Minnesota Lynx,-217,94
1140,2014-08-23,Washington Mystics,-156,76,Indiana Fever,131,81
1141,2014-08-23,Phoenix Mercury,-667,75,Los Angeles Sparks,476,72
1142,2014-08-23,Atlanta Dream,-169,77,Chicago Sky,142,80
1143,2014-08-22,Minnesota Lynx,-667,88,Las Vegas Aces,467,84
1144,2014-08-22,Indiana Fever,-227,78,Washington Mystics,187,73
1145,2014-08-18,Seattle Storm,184,65,Phoenix Mercury,-217,78
1146,2014-08-17,Chicago Sky,-345,72,Las Vegas Aces,279,84
1147,2014-08-17,New York Liberty,-172,73,Indiana Fever,147,61
1148,2014-08-17,Connecticut Sun,134,84,Atlanta Dream,-159,55
1149,2014-08-17,Phoenix Mercury,-417,76,Los Angeles Sparks,323,69
1150,2014-08-17,Minnesota Lynx,-357,80,Dallas Wings,285,63
1151,2014-08-17,Indiana Fever,-159,71,Chicago Sky,135,67
1152,2014-08-17,Washington Mystics,-263,61,New York Liberty,215,73
1153,2014-08-16,Los Angeles Sparks,-286,77,Seattle Storm,234,65
1154,2014-08-16,Las Vegas Aces,-101,92,Minnesota Lynx,-118,76
1155,2014-08-16,Atlanta Dream,-263,92,Dallas Wings,217,76
1156,2014-08-16,Connecticut Sun,171,67,Washington Mystics,-204,71
1157,2014-08-15,Indiana Fever,-263,76,New York Liberty,214,63
1158,2014-08-14,Atlanta Dream,117,96,Phoenix Mercury,-137,82
1159,2014-08-13,Washington Mystics,125,69,Chicago Sky,-149,72
1160,2014-08-13,Minnesota Lynx,-400,63,Los Angeles Sparks,309,71
1161,2014-08-13,New York Liberty,225,64,Phoenix Mercury,-278,76
1162,2014-08-11,Seattle Storm,-161,74,Dallas Wings,138,68
